Campaign,Ad Group,Keyword,Keyword для Headline 1,Headline 1,Дл1,Headline 2,Дл2,Headline 3,Дл3,Headline 4,Дл4,Headline 5,Дл5,Headline 6,Дл6,Headline 7,Дл7,Headline 8,Дл8,Headline 9,Дл9,Headline 10,Дл10,Headline 11,Дл11,Headline 12,Дл12,Headline 13,Дл13,Headline 14,Дл14,Headline 15,Дл15,Description Line 1,Дл16,Description Line 2,Дл17,Description Line 3,Дл18,Description Line 4,Дл19,Final URL,Path1,Дл20,Path2,Дл21,Кампания
PL | Поиск | Корпоративные,UA | Корпоративний,створення корпоративного сайту,Корпоративні Сайти До $700,Корпоративні Сайти До $700,26,Корпоративний Сайт За 7 Днів,28,Замовити Корпоративний Сайт,27,Розробка Корпоративного Сайту,29,Створення Корпоративного Сайту,30,Все Під Ключ За 7 Днів До $700,30,Техпідтримка 1 Рік Безкоштовно,30,Реклама Google + Inst/Fb | SEO,30,SEO Просування Сайту | Реклама,30,Стратегія Маркетингу Під Ключ,29,SEO + Реклама В Одному Пакеті,29,SEO Просування Сайту В Топ,26,Підтримка 24/7 і Після Запуску,30,Реклама Google Facebook TikTok,30,Сайти для будь-якого Бізнесу,28,"Сайт компанії з унікальним дизайном, SEO-просування та реклама. Запуск за 7 днів. До $700.",90,"Адаптивний сайт для компанії: дизайн, верстка, SEO, реклама, домен та хостинг. До $700.",87,"Корпоративний сайт до $700 під ключ, реклама. Запуск за 7 днів. Рік техпідтримки комплекс.",90,Сайт для бізнесу + налаштування Google реклами. Потік клієнтів з першого тижня запуску!,87,,сайти-під-ключ,14,корпоративний,13,UA | Корпоративний
PL | Поиск | Корпоративные,UA | Бизнес,сайт компанії,Корпоративні Сайти До $700,Корпоративні Сайти До $700,26,Розробка Сайту Для Бізнесу,26,"Сайт Компанії, Розробка До 7дн",30,Сайт Компанії До $700 Під Ключ,30,Розробка За 7 Днів Під Ключ,27,Все Під Ключ За 7 Днів До $700,30,Техпідтримка 1 Рік Безкоштовно,30,Реклама Google + Inst/Fb | SEO,30,SEO Просування Сайту | Реклама,30,Стратегія Маркетингу Під Ключ,29,SEO + Реклама В Одному Пакеті,29,SEO Просування Сайту В Топ,26,Підтримка 24/7 і Після Запуску,30,Реклама Google Facebook TikTok,30,Сайти для будь-якого Бізнесу,28,"Сайт компанії з унікальним дизайном, SEO-просування та реклама. Запуск за 7 днів. До $700.",90,"Адаптивний сайт для компанії: дизайн, верстка, SEO, реклама, домен та хостинг. До $700.",87,"Корпоративний сайт до $700 під ключ, реклама. Запуск за 7 днів. Рік техпідтримки комплекс.",90,Сайт для бізнесу + налаштування Google реклами. Потік клієнтів з першого тижня запуску!,87,,сайти-під-ключ,14,для-бізнесу,11,UA | Бизнес
PL | Поиск | Корпоративные,UA | Бизнес,сайт для бізнесу,Корпоративні Сайти До $700,Корпоративні Сайти До $700,26,Розробка Сайту Для Бізнесу,26,"Сайт Компанії, Розробка До 7дн",30,Сайт Компанії До $700 Під Ключ,30,Розробка За 7 Днів Під Ключ,27,Все Під Ключ За 7 Днів До $700,30,Техпідтримка 1 Рік Безкоштовно,30,Реклама Google + Inst/Fb | SEO,30,SEO Просування Сайту | Реклама,30,Стратегія Маркетингу Під Ключ,29,SEO + Реклама В Одному Пакеті,29,SEO Просування Сайту В Топ,26,Підтримка 24/7 і Після Запуску,30,Реклама Google Facebook TikTok,30,Сайти для будь-якого Бізнесу,28,"Сайт компанії з унікальним дизайном, SEO-просування та реклама. Запуск за 7 днів. До $700.",90,"Адаптивний сайт для компанії: дизайн, верстка, SEO, реклама, домен та хостинг. До $700.",87,"Корпоративний сайт до $700 під ключ, реклама. Запуск за 7 днів. Рік техпідтримки комплекс.",90,Сайт для бізнесу + налаштування Google реклами. Потік клієнтів з першого тижня запуску!,87,,сайти-під-ключ,14,для-бізнесу,11,UA | Бизнес
PL | Поиск | Корпоративные,UA | Бизнес,розробка сайту для бізнесу,Корпоративні Сайти До $700,Корпоративні Сайти До $700,26,Розробка Сайту Для Бізнесу,26,"Сайт Компанії, Розробка До 7дн",30,Сайт Компанії До $700 Під Ключ,30,Розробка За 7 Днів Під Ключ,27,Все Під Ключ За 7 Днів До $700,30,Техпідтримка 1 Рік Безкоштовно,30,Реклама Google + Inst/Fb | SEO,30,SEO Просування Сайту | Реклама,30,Стратегія Маркетингу Під Ключ,29,SEO + Реклама В Одному Пакеті,29,SEO Просування Сайту В Топ,26,Підтримка 24/7 і Після Запуску,30,Реклама Google Facebook TikTok,30,Сайти для будь-якого Бізнесу,28,"Сайт компанії з унікальним дизайном, SEO-просування та реклама. Запуск за 7 днів. До $700.",90,"Адаптивний сайт для компанії: дизайн, верстка, SEO, реклама, домен та хостинг. До $700.",87,"Корпоративний сайт до $700 під ключ, реклама. Запуск за 7 днів. Рік техпідтримки комплекс.",90,Сайт для бізнесу + налаштування Google реклами. Потік клієнтів з першого тижня запуску!,87,,сайти-під-ключ,14,для-бізнесу,11,UA | Бизнес
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,
